ID,Name,Designation,Department,Location,Date_of_Joining,Gender,Salary,Phone_No,GP,Work_From,Last Logout,
891,RYGBG,QA,Application Development,Gurgaon,10/10/19,Male,1057518,9898980890,5.00,Work From Home,09-06-2015 10:11:17,
892,KBEDL,QA,Application Development,Texas,04/09/11,Male,1173174,9898980891,5.00,Work From Office,02-24-2011 00:32:50,
893,WTLAR,TEAM LEAD,Application Development,Pune,23/06/12,Female,1979782,9898980892,4.00,Work From Home,11-29-2011 00:23:46,
894,PKWKM,QA,Operations,Banglore,14/10/20,Male,1163727,9898980893,3.00,Work From Home,08-28-2022 05:12:05,
895,PKHPL,SDET,Application Development,Gurgaon,07/08/15,Female,1897766,9898980894,5.00,,12-04-2010 17:25:22,
896,SNBAL,QA,Testing,Delhi,21/03/21,Female,1164733,9898980895,2.00,,11-06-2019 19:48:49,
897,ZPIKT,TEAM LEAD,Development,Delhi,13/02/20,Male,1872458,9898980896,3.00,Work From Home,11-14-2018 14:21:15,
898,CMPPG,QA,Testing,Pune,24/03/17,Male,1460263,9898980897,3.00,Work From Office,09-11-2016 18:17:41,
899,SXZEA,SDE,Operations,Delhi,11/09/19,Female,1865876,9898980898,4.00,,01-20-2016 09:34:16,
900,FUVFJ,TEAM LEAD,Application Development,Banglore,13/09/19,Male,1470236,9898980899,5.00,Work From Office,06-08-2013 09:58:40,
901,AYNLQ,SDE,Testing,Gurgaon,12/07/14,Male,1052955,9898980900,1.00,Work From Office,11-22-2017 05:25:17,
902,ZWNKY,QA,Testing,Pune,07/06/12,Female,1973231,9898980901,1.00,Work From Home,04-11-2010 02:18:54,
903,TEFRC,QA,Application Development,Banglore,29/08/17,Female,1323915,9898980902,2.00,,02-18-2011 22:38:41,
904,ZZFOA,SDET,Development,Gurgaon,11/10/13,Male,1922755,9898980903,2.00,Work From Office,08-31-2013 15:25:21,
905,CHVSV,QA,Development,Pune,20/07/20,Male,1622344,9898980904,3.00,Work From Home,12-22-2022 07:38:44,
906,WGYTU,SDE,Development,Gurgaon,20/01/17,Female,1958539,9898980905,3.00,Work From Office,12-11-2022 09:06:51,
907,YPCLA,SDE,Application Development,Gurgaon,18/03/20,Male,1105067,9898980906,2.00,Work From Home,09-12-2020 02:03:25,
908,SBNHV,SDET,Testing,Pune,02/03/18,Female,1374627,9898980907,1.00,,02-09-2013 07:15:17,
909,OLILH,SDE,Testing,Gurgaon,28/10/10,Male,1142173,9898980908,3.00,Work From Home,01-13-2017 06:56:55,
910,YEFSK,QA,Application Development,Gurgaon,02/10/11,Female,1134901,9898980909,5.00,Work From Office,09-20-2020 04:24:10,
911,QJMJQ,SDET,Testing,Delhi,24/09/19,Male,1013998,9898980910,1.00,Work From Office,04-02-2019 02:45:17,
912,ITLQB,TEAM LEAD,Application Development,Delhi,10/03/10,Male,1260277,9898980911,4.00,,01-29-2012 09:22:07,
913,DWRIE,QA,Testing,Pune,27/09/20,Male,1756181,9898980912,5.00,Work From Home,01-15-2012 05:52:08,
914,FQREQ,TEAM LEAD,Development,Pune,31/03/20,Female,1234373,9898980913,2.00,Work From Office,05-28-2018 10:11:37,
915,VRJXG,SDET,Development,Pune,25/09/19,Male,1954028,9898980914,4.00,,06-28-2011 02:48:13,
916,DVPUG,QA,Operations,Banglore,17/02/21,Female,1285621,9898980915,1.00,Work From Home,01-08-2013 01:30:12,
917,LWWJR,SDET,Operations,Pune,17/09/21,Male,1666046,9898980916,2.00,Work From Office,05-23-2012 15:42:22,
918,ERYVC,TEAM LEAD,Operations,Gurgaon,26/11/22,Female,1417856,9898980917,4.00,Work From Home,12-26-2019 22:38:30,
919,TFEKC,TEAM LEAD,Application Development,Delhi,20/11/13,Female,1452176,9898980918,5.00,Work From Home,08-28-2017 00:15:28,
920,SOPMI,SDE,Operations,Texas,12/06/19,Male,1600596,9898980919,3.00,Work From Home,02-01-2014 20:56:35,
921,WYAEW,SDE,Application Development,Texas,03/03/18,Male,1706393,9898980920,4.00,Work From Home,12-14-2011 02:13:44,
922,LVWPY,QA,Operations,Texas,27/06/12,Male,1097829,9898980921,3.00,Work From Home,08-26-2012 00:31:02,
923,UXSOC,SDET,Operations,Gurgaon,03/07/14,Female,1016883,9898980922,3.00,Work From Home,05-31-2014 05:34:22,
924,OIUUK,SDET,Application Development,Texas,05/02/11,Male,1718508,9898980923,5.00,Work From Home,07-19-2018 23:30:08,
925,LXSRC,TEAM LEAD,Development,Delhi,21/02/12,Female,1973223,9898980924,3.00,Work From Office,05-28-2010 06:48:50,
926,DNDNC,QA,Operations,Gurgaon,27/04/19,Male,1617897,9898980925,5.00,,03-19-2013 01:14:23,
927,QSJUZ,SDET,Operations,Delhi,05/06/20,Male,1867733,9898980926,1.00,,04-18-2012 12:38:22,
928,FSFRD,SDE,Testing,Texas,21/07/18,Female,1980036,9898980927,2.00,,11-30-2018 12:15:31,
929,RDBZC,SDET,Operations,Texas,17/09/10,Female,1990199,9898980928,5.00,Work From Office,11-25-2021 00:29:03,
930,RZPEQ,SDET,Application Development,Pune,02/09/21,Male,1587461,9898980929,4.00,Work From Office,01-15-2013 20:03:02,
931,WIKUE,MANAGER,Development,Gurgaon,19/04/22,Male,1436264,9898980930,4.00,Work From Office,03-04-2013 15:16:09,
932,JJQZM,TEAM LEAD,Testing,Delhi,08/10/19,Female,1819485,9898980931,5.00,Work From Office,12-24-2010 13:27:30,
933,YGHFB,SDET,Application Development,Gurgaon,02/09/12,Male,1345353,9898980932,3.00,Work From Office,11-09-2013 19:27:16,
934,NEJUR,TEAM LEAD,Operations,Delhi,19/08/17,Female,1321002,9898980933,5.00,,05-23-2013 13:24:30,
935,MYQFX,SDE,Operations,Banglore,26/10/11,Male,1337445,9898980934,2.00,Work From Home,03-27-2016 19:48:19,
936,ZRKOQ,MANAGER,Application Development,Gurgaon,11/07/11,Female,1473049,9898980935,1.00,Work From Office,01-13-2011 08:25:19,
937,YWYSN,SDE,Development,Pune,24/07/19,Male,1314469,9898980936,3.00,Work From Office,02-16-2013 21:07:24,
938,NWHDH,SDET,Development,Pune,08/11/16,Female,1989287,9898980937,3.00,,06-17-2019 08:07:01,
939,UINPC,SDE,Testing,Texas,18/01/19,Male,1638472,9898980938,1.00,,07-21-2020 03:46:19,
940,CGCSZ,QA,Development,Pune,09/08/21,Female,1633495,9898980939,3.00,Work From Office,08-13-2022 11:04:30,
941,AGLJB,QA,Testing,Banglore,22/08/19,Female,1464917,9898980940,5.00,Work From Home,07-09-2012 03:59:04,
942,ACNIK,QA,Operations,Banglore,17/08/11,Male,1480967,9898980941,2.00,Work From Office,06-11-2016 04:47:58,
943,MWQXB,SDET,Development,Pune,23/05/17,Female,1308639,9898980942,5.00,,11-07-2011 23:47:38,
944,NHBXL,MANAGER,Testing,Delhi,10/09/13,Male,1827538,9898980943,3.00,Work From Office,11-25-2018 01:14:41,
945,TGEEI,SDET,Operations,Banglore,31/10/14,Female,1231704,9898980944,4.00,Work From Office,06-07-2013 12:53:59,
946,ZYSZW,SDE,Application Development,Delhi,25/04/10,Male,1584136,9898980945,3.00,,04-03-2016 22:43:33,
947,LPVCL,MANAGER,Testing,Texas,01/10/21,Female,1760271,9898980946,1.00,Work From Home,03-01-2018 19:59:43,
948,DOCSF,TEAM LEAD,Development,Gurgaon,31/10/14,Male,1646333,9898980947,2.00,Work From Office,09-22-2017 00:24:07,
949,ZTPPI,TEAM LEAD,Operations,Texas,06/09/20,Female,1407969,9898980948,4.00,,11-29-2021 02:00:23,
950,FLRVG,TEAM LEAD,Application Development,Gurgaon,30/06/19,Female,1651116,9898980949,5.00,,03-27-2022 16:09:56,
951,MARPB,SDE,Application Development,Pune,25/11/19,Male,1470784,9898980950,4.00,Work From Office,12-28-2010 02:34:43,
952,GZQDU,QA,Testing,Banglore,27/03/15,Female,1323562,9898980951,2.00,Work From Home,03-13-2022 21:35:49,
953,DFWUS,TEAM LEAD,Application Development,Banglore,23/05/11,Male,1606169,9898980952,3.00,Work From Office,02-24-2014 14:28:29,
954,VJQBT,SDE,Testing,Banglore,22/03/11,Male,1278290,9898980953,4.00,,01-05-2013 21:56:39,
955,ACKOU,TEAM LEAD,Testing,Delhi,03/07/21,Male,1253274,9898980954,3.00,Work From Office,01-24-2016 07:47:28,
956,BNDEF,SDET,Testing,Pune,20/07/10,Male,1670896,9898980955,5.00,Work From Home,12-01-2017 20:25:27,
957,SWPNY,MANAGER,Application Development,Pune,02/01/16,Female,1982909,9898980956,4.00,Work From Home,02-06-2011 08:43:59,
958,KAUZP,QA,Application Development,Gurgaon,16/07/13,Male,1271548,9898980957,3.00,Work From Office,09-09-2019 07:30:15,
959,ERZQG,SDE,Testing,Pune,03/04/19,Female,1477405,9898980958,5.00,,03-08-2011 04:08:54,
960,BPLJR,SDET,Operations,Gurgaon,03/04/12,Male,1512847,9898980959,4.00,,08-29-2015 00:25:48,
961,JCNEL,SDET,Operations,Gurgaon,31/05/11,Female,1354306,9898980960,5.00,Work From Office,11-22-2020 00:02:45,
962,UZFFJ,MANAGER,Development,Pune,22/02/19,Male,1294012,9898980961,4.00,Work From Office,07-03-2018 09:15:00,
963,PNLVY,MANAGER,Operations,Texas,06/01/18,Male,1970452,9898980962,4.00,,12-22-2020 03:46:27,
964,AVEWU,SDE,Testing,Texas,14/01/21,Male,1440813,9898980963,3.00,,11-01-2012 14:09:17,
965,SJUEK,TEAM LEAD,Testing,Texas,21/03/16,Male,1226846,9898980964,5.00,Work From Home,11-18-2019 16:26:46,
966,TVZKL,QA,Application Development,Banglore,03/02/21,Male,1247664,9898980965,1.00,Work From Office,04-27-2018 11:07:52,
967,YEOVQ,SDET,Application Development,Banglore,18/09/20,Female,1957414,9898980966,2.00,Work From Office,11-02-2019 23:08:44,
968,KFUIL,SDET,Testing,Pune,14/11/18,Male,1376605,9898980967,5.00,,03-05-2016 08:50:47,
969,LBDVJ,QA,Application Development,Banglore,08/01/21,Male,1150820,9898980968,3.00,Work From Office,11-16-2019 05:30:11,
970,AZXIX,SDE,Operations,Pune,24/11/18,Male,1397033,9898980969,4.00,Work From Home,05-27-2021 20:29:34,
971,UKUWT,TEAM LEAD,Application Development,Pune,10/10/16,Male,1997574,9898980970,5.00,Work From Office,08-14-2012 05:15:36,
972,ZBXBY,MANAGER,Operations,Gurgaon,13/08/17,Female,1924486,9898980971,2.00,,09-25-2013 19:23:35,
973,KTTPZ,QA,Testing,Delhi,03/10/20,Female,1730944,9898980972,4.00,,11-15-2020 19:04:36,
974,BILNR,TEAM LEAD,Operations,Gurgaon,24/11/19,Female,1062616,9898980973,1.00,Work From Office,02-07-2018 04:41:55,
975,BGLCX,QA,Operations,Banglore,03/06/19,Female,1449013,9898980974,1.00,,08-21-2017 19:18:10,
976,CUCVP,SDE,Development,Delhi,25/11/12,Female,1346540,9898980975,5.00,Work From Office,06-09-2019 17:56:43,
977,EQQMI,SDET,Operations,Texas,04/03/19,Male,1561742,9898980976,1.00,Work From Office,09-15-2016 08:12:12,
978,ALVQH,TEAM LEAD,Application Development,Banglore,02/09/15,Male,1563064,9898980977,2.00,Work From Home,09-17-2010 11:31:40,
979,VSONV,MANAGER,Operations,Banglore,29/11/21,Female,1098698,9898980978,2.00,Work From Office,11-20-2022 19:25:50,
980,YWPCQ,SDET,Application Development,Gurgaon,06/09/13,Male,1486930,9898980979,4.00,Work From Office,11-19-2022 02:48:53,
981,OJRUP,TEAM LEAD,Operations,Gurgaon,01/06/22,Male,1850628,9898980980,4.00,Work From Office,08-12-2014 12:37:29,
982,LEJVU,TEAM LEAD,Development,Delhi,06/01/14,Female,1745547,9898980981,2.00,Work From Home,08-14-2019 21:28:32,
983,UDXKN,QA,Application Development,Gurgaon,15/03/22,Female,1203438,9898980982,2.00,Work From Home,03-27-2015 16:12:43,
984,ZKMNT,QA,Application Development,Banglore,25/03/11,Male,1774118,9898980983,2.00,Work From Office,06-06-2011 04:18:01,
985,VHDNY,QA,Development,Pune,21/01/21,Female,1767852,9898980984,2.00,Work From Office,12-20-2016 04:08:22,
986,PHHFS,SDET,Application Development,Banglore,24/03/10,Female,1303526,9898980985,1.00,,08-07-2018 00:34:46,
987,EXVNW,MANAGER,Testing,Delhi,29/09/11,Male,1060009,9898980986,5.00,,02-21-2018 06:50:56,
988,MPBLQ,MANAGER,Testing,Pune,07/01/17,Male,1479668,9898980987,2.00,Work From Home,11-02-2012 20:18:54,
989,RXPSN,MANAGER,Operations,Delhi,24/04/18,Male,1455476,9898980988,2.00,Work From Office,03-23-2010 02:27:31,
990,NJCDM,SDET,Operations,Delhi,18/11/16,Male,1448074,9898980989,5.00,,12-02-2021 12:50:44,
991,TKVNC,SDE,Testing,Banglore,15/06/19,Male,1228948,9898980990,5.00,,07-12-2012 22:49:30,
992,QFRUQ,SDE,Operations,Gurgaon,07/06/15,Male,1588734,9898980991,3.00,,11-07-2017 03:31:21,
993,HRQDT,TEAM LEAD,Operations,Texas,14/03/15,Female,1721877,9898980992,2.00,Work From Home,01-16-2011 03:42:48,
994,AWDPU,MANAGER,Testing,Texas,31/03/14,Female,1055445,9898980993,3.00,,06-20-2016 06:20:23,
995,MEIRX,TEAM LEAD,Testing,Banglore,11/09/14,Male,1890510,9898980994,4.00,Work From Office,01-18-2016 09:14:26,
996,KXKQS,QA,Development,Delhi,03/03/14,Male,1305523,9898980995,5.00,Work From Home,02-14-2016 18:46:30,
997,NIDWO,MANAGER,Development,Delhi,21/10/20,Male,1409072,9898980996,2.00,,03-17-2016 10:23:09,
998,NYDJU,TEAM LEAD,Testing,Texas,27/07/18,Female,1235734,9898980997,1.00,,09-18-2013 16:00:35,
999,QSQPJ,MANAGER,Application Development,Delhi,03/05/16,Female,1482618,9898980998,1.00,,04-03-2017 10:47:42,
1000,TUSTR,SDET,Development,Texas,10/02/10,Male,1535115,9898980999,1.00,,05-02-2012 02:40:01,
1001,YDVMD,QA,Development,Pune,06/09/19,Female,1857654,9898981000,4.00,,08-06-2018 19:00:39,
1002,HUYUX,TEAM LEAD,Development,Banglore,07/09/11,Male,1838980,9898981001,3.00,Work From Home,11-06-2010 00:22:47,
1003,GAKQX,SDE,Application Development,Delhi,22/02/12,Female,1635821,9898981002,3.00,,09-06-2022 14:27:21,
1004,JMZGX,SDET,Operations,Delhi,20/10/19,Male,1445854,9898981003,2.00,Work From Home,07-07-2017 17:52:32,
1005,WCABU,SDE,Application Development,Pune,31/01/10,Female,1434233,9898981004,2.00,,04-29-2015 00:05:09,
1006,RSZNP,SDE,Operations,Texas,12/09/15,Female,1409882,9898981005,5.00,,11-19-2021 19:38:52,
1007,ZZPOZ,SDET,Operations,Gurgaon,06/09/12,Male,1118962,9898981006,2.00,Work From Office,05-12-2013 03:56:29,
1008,DNGPI,SDET,Testing,Delhi,15/07/22,Female,1013335,9898981007,4.00,,09-11-2016 16:30:31,
1009,LIWAA,SDE,Application Development,Banglore,13/09/16,Male,1280258,9898981008,4.00,Work From Office,03-03-2017 18:14:44,
1010,AGWID,QA,Development,Gurgaon,08/02/14,Male,1124499,9898981009,4.00,Work From Home,08-01-2012 08:07:15,
1011,QGKUC,SDET,Application Development,Delhi,01/09/18,Male,1228823,9898981010,3.00,,07-30-2018 17:28:33,
1012,JUDMQ,TEAM LEAD,Application Development,Banglore,08/02/13,Female,1599174,9898981011,2.00,,04-28-2022 01:52:44,
1013,JGMYY,SDET,Development,Banglore,16/08/20,Male,1011449,9898981012,3.00,Work From Home,07-26-2022 13:24:18,
1014,NHFZE,SDE,Application Development,Gurgaon,25/10/22,Female,1518417,9898981013,2.00,,02-09-2019 08:09:18,
1015,QSIQI,TEAM LEAD,Development,Texas,09/03/10,Female,1388775,9898981014,5.00,Work From Home,09-23-2021 11:08:30,
1016,KGMGR,QA,Operations,Banglore,12/10/17,Male,1982278,9898981015,1.00,,04-02-2015 10:48:52,
1017,YNNJF,SDE,Development,Banglore,08/09/13,Male,1097067,9898981016,1.00,Work From Office,07-11-2021 05:13:39,
1018,YBLOS,SDET,Operations,Texas,29/06/17,Male,1847244,9898981017,1.00,Work From Office,06-26-2021 19:40:19,
1019,DAKBQ,MANAGER,Operations,Banglore,19/10/10,Female,1502561,9898981018,4.00,,11-31-2021 03:04:10,
1020,OPVAJ,MANAGER,Testing,Gurgaon,16/01/10,Male,1250524,9898981019,3.00,Work From Home,03-16-2015 22:53:31,
1021,VWEYK,MANAGER,Application Development,Delhi,14/09/20,Male,1287324,9898981020,4.00,Work From Home,07-14-2013 07:31:52,
1022,ZOPUW,MANAGER,Testing,Gurgaon,16/04/15,Male,1227012,9898981021,4.00,,04-19-2015 10:56:26,
1023,IMANN,QA,Development,Banglore,24/04/13,Female,1239697,9898981022,5.00,Work From Home,06-07-2021 18:22:37,
1024,LNHLR,TEAM LEAD,Operations,Delhi,07/09/19,Female,1975690,9898981023,5.00,Work From Office,09-17-2012 19:53:43,
1025,OZEED,TEAM LEAD,Testing,Pune,15/08/13,Female,1997360,9898981024,1.00,Work From Home,08-17-2013 15:26:38,
1026,YUCAZ,MANAGER,Operations,Texas,20/09/19,Male,1327617,9898981025,4.00,,06-02-2014 14:13:34,
1027,IFRIK,QA,Development,Texas,15/06/20,Female,1743116,9898981026,4.00,Work From Office,11-06-2017 05:43:03,
1028,STTNM,SDE,Testing,Delhi,29/05/21,Female,1218040,9898981027,3.00,,06-28-2016 00:13:44,
1029,NJNJL,TEAM LEAD,Testing,Delhi,03/04/16,Female,1577891,9898981028,1.00,Work From Office,03-23-2022 23:32:12,
1030,ASZEI,TEAM LEAD,Application Development,Delhi,09/06/12,Male,1635817,9898981029,5.00,Work From Home,03-03-2022 14:44:36,
1031,XZOUZ,SDET,Testing,Gurgaon,14/06/18,Male,1566230,9898981030,1.00,,09-11-2019 10:48:00,
1032,DOJAX,MANAGER,Testing,Gurgaon,13/09/20,Female,1855612,9898981031,4.00,Work From Home,09-16-2012 02:37:27,
1033,HFDYX,SDET,Operations,Pune,06/07/18,Female,1100047,9898981032,5.00,,09-23-2011 06:08:14,
1034,PPXLX,TEAM LEAD,Application Development,Texas,29/06/18,Male,1469061,9898981033,3.00,,04-04-2019 10:30:34,
1035,FUFSA,QA,Operations,Gurgaon,13/09/17,Male,1989686,9898981034,4.00,Work From Office,09-24-2012 08:00:49,
1036,PSBUX,MANAGER,Operations,Banglore,09/05/16,Female,1852317,9898981035,5.00,,11-29-2014 20:33:15,
1037,LTAFF,QA,Testing,Banglore,25/02/12,Male,1567384,9898981036,4.00,Work From Home,02-16-2015 09:09:36,
1038,WHRFV,SDET,Operations,Gurgaon,22/06/16,Female,1934445,9898981037,4.00,Work From Home,09-14-2015 13:26:03,
1039,NEWJY,SDE,Development,Delhi,30/01/11,Male,1487729,9898981038,5.00,Work From Home,07-04-2010 10:27:12,
1040,ZWWSF,SDET,Testing,Banglore,27/11/11,Male,1892478,9898981039,2.00,,09-16-2011 23:48:16,
1041,ROVMM,TEAM LEAD,Operations,Gurgaon,15/06/15,Male,1199633,9898981040,3.00,Work From Office,02-16-2017 20:16:50,
1042,KQAXN,TEAM LEAD,Application Development,Gurgaon,17/10/19,Female,1453328,9898981041,3.00,,02-04-2010 01:39:52,
1043,TKSVL,MANAGER,Operations,Pune,07/05/20,Male,1800821,9898981042,2.00,,11-17-2020 17:35:04,
1044,RHZDG,MANAGER,Operations,Banglore,03/01/12,Male,1750383,9898981043,1.00,Work From Office,01-02-2018 01:32:05,
1045,UVVHE,QA,Operations,Pune,27/03/10,Female,1386950,9898981044,3.00,,12-07-2022 16:51:00,
1046,STYHZ,SDE,Application Development,Delhi,26/11/17,Female,1260549,9898981045,1.00,Work From Office,01-21-2015 11:18:17,
1047,TSQDM,QA,Operations,Delhi,04/06/18,Male,1128196,9898981046,2.00,Work From Home,11-28-2012 10:34:02,
1048,ATDZC,SDE,Application Development,Pune,10/11/18,Female,1073038,9898981047,5.00,Work From Office,11-19-2014 22:02:43,
1049,UPFEJ,QA,Development,Banglore,03/10/17,Female,1468199,9898981048,3.00,Work From Home,11-23-2014 07:35:42,
1050,RLDGH,MANAGER,Operations,Gurgaon,16/05/11,Male,1763141,9898981049,3.00,,12-04-2022 04:48:55,
1051,YKDYQ,QA,Application Development,Texas,01/05/13,Male,1178664,9898981050,4.00,,09-14-2022 08:03:13,
1052,RSRIX,TEAM LEAD,Testing,Banglore,12/04/15,Female,1485245,9898981051,1.00,Work From Home,08-11-2019 22:39:59,
1053,GADBT,SDE,Testing,Pune,01/11/22,Male,1190205,9898981052,4.00,Work From Home,08-08-2012 13:41:26,
1054,ACOPK,MANAGER,Application Development,Banglore,29/10/22,Female,1345732,9898981053,5.00,,07-31-2015 17:28:12,
1055,WGKYK,QA,Application Development,Pune,23/08/16,Male,1441811,9898981054,1.00,,06-02-2012 11:32:50,
1056,CPBPN,SDE,Application Development,Delhi,02/05/20,Female,1822059,9898981055,3.00,Work From Home,02-02-2017 17:16:37,
1057,WCOVU,QA,Testing,Gurgaon,31/08/20,Male,1286760,9898981056,5.00,,06-26-2012 13:57:49,
1058,EICUI,MANAGER,Development,Delhi,30/05/11,Female,1725822,9898981057,5.00,Work From Office,03-06-2013 03:34:50,
1059,TCDQM,SDE,Development,Banglore,10/09/14,Male,1304491,9898981058,1.00,Work From Office,01-25-2014 15:30:37,
1060,HRWZS,TEAM LEAD,Development,Banglore,31/05/15,Male,1740976,9898981059,1.00,Work From Office,02-22-2015 23:28:45,
1061,HXXNN,MANAGER,Development,Gurgaon,09/08/21,Female,1699586,9898981060,4.00,Work From Office,05-08-2016 11:45:49,
1062,KYIHJ,MANAGER,Testing,Banglore,30/05/21,Male,1893266,9898981061,1.00,,08-31-2015 04:45:04,
1063,NYAPL,SDET,Testing,Banglore,08/04/21,Male,1393289,9898981062,1.00,Work From Office,09-27-2011 22:05:23,
1064,KTSXP,SDET,Operations,Texas,03/07/17,Male,1797303,9898981063,4.00,Work From Office,01-31-2011 14:47:15,
1065,USUAZ,SDE,Operations,Banglore,25/06/21,Female,1357778,9898981064,2.00,,09-11-2020 19:03:19,
1066,ZBPVR,SDE,Development,Gurgaon,25/07/10,Female,1209648,9898981065,5.00,,03-21-2012 12:53:40,
1067,JTZYR,MANAGER,Application Development,Texas,31/08/21,Female,1872569,9898981066,2.00,,01-15-2020 22:58:24,
1068,RNQVC,MANAGER,Testing,Banglore,05/09/15,Female,1627631,9898981067,1.00,,11-07-2014 11:05:13,
1069,GXYSU,QA,Testing,Pune,16/08/19,Male,1952357,9898981068,1.00,Work From Office,11-24-2022 07:53:29,
1070,YBHTS,TEAM LEAD,Application Development,Banglore,30/04/14,Female,1520414,9898981069,2.00,Work From Home,08-06-2019 16:06:56,
1071,FLRMB,SDE,Application Development,Delhi,27/07/13,Female,1672294,9898981070,5.00,Work From Office,05-23-2020 04:00:50,
1072,WOHBI,TEAM LEAD,Testing,Delhi,18/02/14,Male,1465127,9898981071,5.00,Work From Office,05-23-2014 06:18:27,
1073,JTQWP,MANAGER,Testing,Pune,01/09/14,Male,1090133,9898981072,3.00,Work From Office,07-05-2022 07:24:03,
1074,ARDMZ,MANAGER,Development,Texas,26/11/13,Female,1439144,9898981073,3.00,,11-29-2015 12:56:41,
1075,SUDBL,SDET,Operations,Pune,13/10/15,Female,1897678,9898981074,5.00,Work From Office,06-27-2019 06:31:29,
1076,AVMRC,SDET,Operations,Texas,30/10/11,Female,1503231,9898981075,1.00,Work From Office,09-23-2011 00:42:14,
1077,WCWJP,SDET,Application Development,Banglore,17/09/17,Female,1146205,9898981076,5.00,Work From Office,11-20-2017 23:30:18,
1078,GISSD,SDE,Application Development,Gurgaon,20/01/17,Male,1367857,9898981077,3.00,,04-02-2022 18:36:45,
1079,PNIZK,SDET,Application Development,Delhi,14/04/15,Male,1317381,9898981078,3.00,Work From Home,06-11-2011 03:07:15,
1080,TFWGU,QA,Testing,Gurgaon,02/08/14,Female,1034895,9898981079,3.00,,06-20-2013 21:04:51,
1081,QGDHK,SDE,Operations,Banglore,22/02/20,Male,1567740,9898981080,1.00,,07-01-2021 07:50:56,
1082,JAQFT,SDET,Application Development,Texas,08/01/17,Male,1050694,9898981081,5.00,,01-20-2012 07:00:39,
1083,ZBXSL,SDET,Development,Pune,17/02/13,Female,1595503,9898981082,4.00,Work From Home,09-29-2021 15:43:52,
1084,OYPNB,TEAM LEAD,Application Development,Pune,23/05/16,Male,1718229,9898981083,1.00,,11-26-2022 16:04:43,
1085,QNHDY,TEAM LEAD,Operations,Texas,23/01/11,Female,1563173,9898981084,1.00,Work From Home,06-02-2015 06:47:58,
1086,CQEZF,TEAM LEAD,Application Development,Delhi,05/02/18,Male,1887395,9898981085,2.00,Work From Home,06-04-2020 09:15:01,
1087,IRFYE,SDE,Testing,Texas,04/07/20,Female,1384021,9898981086,2.00,Work From Home,01-02-2017 13:58:51,
1088,SGXNH,SDET,Application Development,Pune,13/09/13,Male,1845102,9898981087,1.00,,08-02-2018 01:55:27,
1089,GJAMA,SDE,Testing,Gurgaon,31/05/15,Female,1961208,9898981088,2.00,Work From Home,07-30-2022 00:38:59,
1090,TPFJS,SDET,Operations,Pune,17/09/13,Female,1422366,9898981089,2.00,Work From Office,11-01-2022 23:35:44,
1091,SDWYG,QA,Operations,Banglore,26/11/14,Male,1916748,9898981090,3.00,Work From Office,11-13-2012 09:05:53,
1092,IYGHA,QA,Application Development,Pune,03/03/20,Female,1655566,9898981091,5.00,,08-24-2020 15:02:12,
1093,XWGDO,QA,Development,Pune,06/01/10,Male,1919244,9898981092,4.00,Work From Office,05-06-2015 11:40:36,
1094,XZDYN,TEAM LEAD,Operations,Pune,06/08/14,Female,1807731,9898981093,1.00,Work From Home,04-24-2019 22:13:36,
1095,MGBSG,SDE,Testing,Texas,19/08/16,Male,1317836,9898981094,2.00,Work From Home,02-11-2011 13:28:43,
1096,BPKZN,SDE,Operations,Banglore,31/03/11,Male,1474571,9898981095,4.00,Work From Home,09-12-2017 23:19:57,
1097,EMQGX,SDE,Testing,Texas,15/09/12,Female,1027252,9898981096,3.00,Work From Office,05-31-2018 07:36:13,
1098,RUEFH,MANAGER,Development,Texas,08/09/20,Female,1333904,9898981097,3.00,Work From Office,09-21-2019 01:24:16,
1099,TABPA,SDET,Application Development,Banglore,28/03/11,Female,1659452,9898981098,4.00,Work From Office,11-29-2021 21:18:40,
1100,DZUFV,TEAM LEAD,Development,Gurgaon,19/10/18,Female,1636727,9898981099,1.00,,08-06-2013 21:59:16,
1101,PHRCK,SDE,Operations,Texas,19/05/19,Female,1850437,9898981100,2.00,,09-03-2018 00:19:02,
1102,KUMWQ,MANAGER,Development,Pune,22/09/16,Female,1138654,9898981101,1.00,Work From Home,01-09-2013 20:09:35,
1103,FIYLQ,TEAM LEAD,Testing,Texas,08/06/16,Female,1804815,9898981102,4.00,Work From Office,07-06-2014 13:05:21,
1104,HVJYH,MANAGER,Testing,Pune,28/11/11,Female,1181118,9898981103,2.00,Work From Office,11-24-2017 18:19:20,
1105,VETWF,MANAGER,Development,Texas,01/07/15,Female,1339865,9898981104,3.00,,08-18-2022 17:37:18,
1106,EITVY,TEAM LEAD,Application Development,Gurgaon,01/02/15,Female,1337070,9898981105,2.00,Work From Office,05-31-2015 15:42:22,
1107,IYJAJ,TEAM LEAD,Development,Gurgaon,30/03/10,Male,1019425,9898981106,1.00,Work From Office,03-11-2012 10:29:17,
1108,FFHKU,QA,Development,Gurgaon,29/06/16,Female,1187537,9898981107,1.00,Work From Home,02-24-2012 22:22:30,
1109,FWVYR,QA,Operations,Texas,11/08/21,Male,1437151,9898981108,1.00,,09-25-2010 16:24:36,
1110,LLMST,QA,Development,Banglore,28/10/19,Female,1353328,9898981109,5.00,,05-24-2019 01:17:52,
1111,COKCW,MANAGER,Operations,Pune,12/06/13,Male,1894709,9898981110,1.00,Work From Office,09-24-2015 11:10:10,
